Year,Age,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,cfg_id
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_HZ
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_HZ
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_HZ
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_HZ
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_HZ
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_HZ
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_HZ
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_HZ
35,65,retirement,0.85,0.35,0.6,0.05,CFG_HZ
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_HZ
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_HZ
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_HZ
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_HZ
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IA
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IA
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IA
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IA
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IA
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IA
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IA
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IA
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IA
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IA
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IA
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IA
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IA
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IA
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IA
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IA
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IA
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IA
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IA
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IA
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IA
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IA
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IA
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IA
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IA
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IA
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IA
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IA
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IA
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IA
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IA
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IA
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IA
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IA
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IA
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IA
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IA
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IA
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IA
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IA
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IB
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IB
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IB
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IB
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IB
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IB
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IB
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IB
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IB
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IB
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IB
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IB
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IB
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IB
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IB
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IB
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IB
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IB
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IB
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IB
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IB
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IB
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IB
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IB
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IB
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IB
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IB
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IB
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IB
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IB
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IB
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IB
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IB
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IB
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IB
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IB
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IB
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IB
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IB
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IB
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IC
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IC
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IC
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IC
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IC
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IC
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IC
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IC
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IC
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IC
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IC
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IC
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IC
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IC
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IC
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IC
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IC
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IC
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IC
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IC
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IC
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IC
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IC
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IC
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IC
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IC
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IC
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IC
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IC
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IC
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IC
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IC
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IC
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IC
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IC
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IC
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IC
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IC
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IC
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IC
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_ID
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_ID
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_ID
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_ID
4,34,young_family,0.24,0.66,0.29,0.05,CFG_ID
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_ID
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_ID
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_ID
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_ID
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_ID
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_ID
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_ID
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_ID
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_ID
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_ID
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_ID
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_ID
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_ID
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_ID
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_ID
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_ID
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_ID
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_ID
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_ID
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_ID
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_ID
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_ID
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_ID
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_ID
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_ID
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_ID
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_ID
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_ID
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_ID
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_ID
35,65,retirement,0.85,0.35,0.6,0.05,CFG_ID
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_ID
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_ID
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_ID
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_ID
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IE
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IE
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IE
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IE
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IE
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IE
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IE
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IE
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IE
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IE
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IE
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IE
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IE
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IE
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IE
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IE
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IE
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IE
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IE
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IE
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IE
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IE
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IE
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IE
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IE
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IE
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IE
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IE
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IE
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IE
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IE
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IE
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IE
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IE
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IE
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IE
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IE
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IE
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IE
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IE
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IF
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IF
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IF
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IF
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IF
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IF
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IF
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IF
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IF
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IF
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IF
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IF
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IF
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IF
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IF
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IF
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IF
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IF
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IF
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IF
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IF
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IF
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IF
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IF
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IF
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IF
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IF
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IF
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IF
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IF
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IF
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IF
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IF
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IF
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IF
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IF
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IF
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IF
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IF
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IF
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IG
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IG
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IG
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IG
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IG
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IG
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IG
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IG
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IG
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IG
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IG
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IG
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IG
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IG
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IG
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IG
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IG
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IG
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IG
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IG
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IG
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IG
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IG
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IG
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IG
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IG
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IG
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IG
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IG
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IG
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IG
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IG
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IG
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IG
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IG
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IG
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IG
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IG
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IG
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IG
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IH
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IH
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IH
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IH
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IH
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IH
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IH
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IH
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IH
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IH
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IH
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IH
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IH
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IH
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IH
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IH
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_IH
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_IH
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_IH
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_IH
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_IH
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_IH
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_IH
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_IH
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_IH
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_IH
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_IH
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_IH
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_IH
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_IH
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_IH
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_IH
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_IH
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_IH
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_IH
35,65,retirement,0.85,0.35,0.6,0.05,CFG_IH
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_IH
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_IH
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_IH
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_IH
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_II
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_II
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_II
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_II
4,34,young_family,0.24,0.66,0.29,0.05,CFG_II
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_II
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_II
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_II
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_II
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_II
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_II
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_II
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_II
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_II
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_II
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_II
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_II
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_II
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_II
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_II
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_II
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_II
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_II
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_II
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_II
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_II
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_II
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_II
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_II
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_II
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_II
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_II
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_II
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_II
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_II
35,65,retirement,0.85,0.35,0.6,0.05,CFG_II
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_II
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_II
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_II
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_II
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_IJ
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_IJ
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_IJ
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_IJ
4,34,young_family,0.24,0.66,0.29,0.05,CFG_IJ
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_IJ
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_IJ
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_IJ
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_IJ
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_IJ
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_IJ
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_IJ
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_IJ
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_IJ
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_IJ
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_IJ
